EventID	Timestamp	NodeID	Location	EventType	Temperature_C	Humidity_pct	Wind_kmh	Vibration_g	PoissonLambda	PoissonK	PoissonProbability	Magnitude
EVT-024295	2026-06-02T00:28:54.455818	NODE-004	Kaledran	Ani Yaðýþ	10,76	77,6	10,9	0,6929	4,5	203	0	1
EVT-683030	2026-06-02T00:28:54.455818	NODE-003	Koru Burnu	Ani Yaðýþ	9,96	77,6	10,9	0,5543	4,5	203	0	1
EVT-906700	2026-06-02T00:28:54.455818	NODE-003	Koru Burnu	Mikro Heyelan	11,75	77,6	10,9	0,5543	4,5	203	0	1
EVT-562321	2026-06-02T00:28:54.455818	NODE-002	Alanya-Gazipaþa	Ani Yaðýþ	11,07	77,6	10,9	0,2963	4,5	203	0	1
EVT-663984	2026-06-02T00:28:54.455818	NODE-001	Alanya Doðu	Kaygan Yol	12,05	77,6	10,9	0,2524	4,5	203	0	1
EVT-789238	2026-06-02T00:28:54.455818	NODE-001	Alanya Doðu	Kaygan Yol	10,57	77,6	10,9	0,2524	4,5	203	0	1
EVT-553092	2026-06-02T00:28:46.457804300	NODE-045	Silifke Virajý	Kaya Titreþimi	12,08	77,6	10,9	1,2435	4,5	216	0	1
EVT-618015	2026-06-02T00:28:46.457804300	NODE-045	Silifke Virajý	Þiddetli Rüzgar	10,79	77,6	10,9	1,2435	4,5	216	0	1
EVT-120052	2026-06-02T00:28:46.457804300	NODE-045	Silifke Virajý	Düþük Görüþ	11,17	77,6	10,9	1,2435	4,5	216	0	1
EVT-954811	2026-06-02T00:28:46.457804300	NODE-044	Bozyazý Kritik	Þiddetli Rüzgar	11,95	77,6	10,9	0,7802	4,5	216	0	1
EVT-995732	2026-06-02T00:28:46.457804300	NODE-043	Kayalýk Tepe	Düþük Görüþ	11,06	77,6	10,9	0,7811	4,5	216	0	1
EVT-433460	2026-06-02T00:28:46.457804300	NODE-043	Kayalýk Tepe	Düþük Görüþ	10,31	77,6	10,9	0,7811	4,5	216	0	1
EVT-573707	2026-06-02T00:28:46.457804300	NODE-043	Kayalýk Tepe	Düþük Görüþ	10,41	77,6	10,9	0,7811	4,5	216	0	1
EVT-548490	2026-06-02T00:28:46.457804300	NODE-043	Kayalýk Tepe	Kaya Titreþimi	11,56	77,6	10,9	0,7811	4,5	216	0	1
EVT-897548	2026-06-02T00:28:46.457804300	NODE-042	Alanya Uçurum	Kaygan Yol	10,31	77,6	10,9	0,5861	4,5	216	0	1
EVT-959299	2026-06-02T00:28:46.457804300	NODE-041	Silifke	Ani Yaðýþ	9,44	77,6	10,9	0,1752	4,5	216	0	1
EVT-037371	2026-06-02T00:28:46.457804300	NODE-041	Silifke	Þiddetli Rüzgar	10,21	77,6	10,9	0,1752	4,5	216	0	1
EVT-445260	2026-06-02T00:28:46.457804300	NODE-041	Silifke	Þiddetli Rüzgar	12,02	77,6	10,9	0,1752	4,5	216	0	1
EVT-120362	2026-06-02T00:28:46.457804300	NODE-041	Silifke	Kaya Titreþimi	9,64	77,6	10,9	0,1752	4,5	216	0	1
EVT-780337	2026-06-02T00:28:46.457804300	NODE-041	Silifke	Sis Yoðunlaþmasý	10,86	77,6	10,9	0,1752	4,5	216	0	1
EVT-986513	2026-06-02T00:28:46.457804300	NODE-041	Silifke	Ani Yaðýþ	10,57	77,6	10,9	0,1752	4,5	216	0	1
EVT-477916	2026-06-02T00:28:46.457804300	NODE-040	Taþucu	Sis Yoðunlaþmasý	11,96	77,6	10,9	0,1835	4,5	216	0	1
EVT-442942	2026-06-02T00:28:46.457804300	NODE-040	Taþucu	Kaya Titreþimi	10,7	77,6	10,9	0,1835	4,5	216	0	1
EVT-402195	2026-06-02T00:28:46.457804300	NODE-039	Silifke Yakýný	Ani Yaðýþ	10,76	77,6	10,9	0,2351	4,5	216	0	1
EVT-889506	2026-06-02T00:28:46.457804300	NODE-039	Silifke Yakýný	Kaygan Yol	11,8	77,6	10,9	0,2351	4,5	216	0	1
EVT-008145	2026-06-02T00:28:46.457804300	NODE-038	Göksu Deltasý	Kaya Titreþimi	10,05	77,6	10,9	0,2805	4,5	216	0	1
EVT-627598	2026-06-02T00:28:46.457804300	NODE-038	Göksu Deltasý	Kaya Titreþimi	11,29	77,6	10,9	0,2805	4,5	216	0	1
EVT-513759	2026-06-02T00:28:46.457804300	NODE-037	Silifke Batý	Düþük Görüþ	11,88	77,6	10,9	0,1065	4,5	216	0	1
EVT-911499	2026-06-02T00:28:46.457804300	NODE-034	Kritik Viraj	Düþük Görüþ	9,29	77,6	10,9	0,9997	4,5	216	0	1
EVT-662055	2026-06-02T00:28:46.457804300	NODE-034	Kritik Viraj	Ani Yaðýþ	9,79	77,6	10,9	0,9997	4,5	216	0	1
EVT-466501	2026-06-02T00:28:46.457804300	NODE-033	Uçurum Bölgesi	Ani Yaðýþ	9,58	77,6	10,9	0,9224	4,5	216	0	1
EVT-467144	2026-06-02T00:28:46.457804300	NODE-033	Uçurum Bölgesi	Düþük Görüþ	11,43	77,6	10,9	0,9224	4,5	216	0	1
EVT-724356	2026-06-02T00:28:46.457804300	NODE-033	Uçurum Bölgesi	Kaya Titreþimi	11,8	77,6	10,9	0,9224	4,5	216	0	1
EVT-697617	2026-06-02T00:28:46.457804300	NODE-033	Uçurum Bölgesi	Kaygan Yol	9,62	77,6	10,9	0,9224	4,5	216	0	1
EVT-018023	2026-06-02T00:28:46.457804300	NODE-032	Kaya Kütlesi	Mikro Heyelan	10,65	77,6	10,9	0,9224	4,5	216	0	1
EVT-131360	2026-06-02T00:28:46.457804300	NODE-032	Kaya Kütlesi	Mikro Heyelan	9,72	77,6	10,9	0,9224	4,5	216	0	1
EVT-887125	2026-06-02T00:28:46.457804300	NODE-032	Kaya Kütlesi	Kaya Titreþimi	10,34	77,6	10,9	0,9224	4,5	216	0	1
EVT-965616	2026-06-02T00:28:46.457804300	NODE-032	Kaya Kütlesi	Düþük Görüþ	10,2	77,6	10,9	0,9224	4,5	216	0	1
EVT-086164	2026-06-02T00:28:46.457804300	NODE-031	Aydýncýk Doðu	Mikro Heyelan	10,24	77,6	10,9	0,2171	4,5	216	0	1
EVT-413013	2026-06-02T00:28:46.457804300	NODE-030	Aydýncýk	Mikro Heyelan	9,13	77,6	10,9	0,2638	4,5	216	0	1
EVT-516242	2026-06-02T00:28:46.457804300	NODE-029	Aydýncýk Batý	Kaya Titreþimi	12,03	77,6	10,9	0,221	4,5	216	0	1
EVT-484568	2026-06-02T00:28:46.457804300	NODE-028	Kýyý Kesiði-2	Sis Yoðunlaþmasý	12,03	77,6	10,9	0,1493	4,5	216	0	1
EVT-254673	2026-06-02T00:28:46.457804300	NODE-027	Hacýkýrý	Kaygan Yol	11,03	77,6	10,9	0,2919	4,5	216	0	1
EVT-123817	2026-06-02T00:28:46.457804300	NODE-026	Bozyazý Doðu	Düþük Görüþ	10,28	77,6	10,9	0,2036	4,5	216	0	1
EVT-713048	2026-06-02T00:28:46.457804300	NODE-025	Bozyazý	Þiddetli Rüzgar	9,56	77,6	10,9	0,1675	4,5	216	0	1
EVT-464782	2026-06-02T00:28:46.457804300	NODE-025	Bozyazý	Kaygan Yol	9,26	77,6	10,9	0,1675	4,5	216	0	1
EVT-528864	2026-06-02T00:28:46.457804300	NODE-025	Bozyazý	Düþük Görüþ	9,77	77,6	10,9	0,1675	4,5	216	0	1
EVT-060728	2026-06-02T00:28:46.457804300	NODE-023	Yüksek Kýyý	Kaya Titreþimi	11,89	77,6	10,9	1,2162	4,5	216	0	1
EVT-429550	2026-06-02T00:28:46.457804300	NODE-023	Yüksek Kýyý	Mikro Heyelan	9,61	77,6	10,9	1,2162	4,5	216	0	1
EVT-632592	2026-06-02T00:28:46.457804300	NODE-023	Yüksek Kýyý	Ani Yaðýþ	11,91	77,6	10,9	1,2162	4,5	216	0	1
EVT-161249	2026-06-02T00:28:46.457804300	NODE-023	Yüksek Kýyý	Kaya Titreþimi	9,32	77,6	10,9	1,2162	4,5	216	0	1
EVT-569446	2026-06-02T00:28:46.457804300	NODE-023	Yüksek Kýyý	Kaya Titreþimi	11,17	77,6	10,9	1,2162	4,5	216	0	1
EVT-023394	2026-06-02T00:28:46.457804300	NODE-023	Yüksek Kýyý	Kaygan Yol	10,89	77,6	10,9	1,2162	4,5	216	0	1
EVT-837810	2026-06-02T00:28:46.457804300	NODE-022	Boðaz Geçidi	Ani Yaðýþ	9,78	77,6	10,9	1,0783	4,5	216	0	1
EVT-152298	2026-06-02T00:28:46.457804300	NODE-022	Boðaz Geçidi	Þiddetli Rüzgar	10,35	77,6	10,9	1,0783	4,5	216	0	1
EVT-802990	2026-06-02T00:28:46.457804300	NODE-022	Boðaz Geçidi	Kaya Titreþimi	10,9	77,6	10,9	1,0783	4,5	216	0	1
EVT-124099	2026-06-02T00:28:46.457804300	NODE-022	Boðaz Geçidi	Kaya Titreþimi	12,05	77,6	10,9	1,0783	4,5	216	0	1
EVT-653305	2026-06-02T00:28:46.457804300	NODE-022	Boðaz Geçidi	Þiddetli Rüzgar	10	77,6	10,9	1,0783	4,5	216	0	1
EVT-902049	2026-06-02T00:28:46.457804300	NODE-022	Boðaz Geçidi	Kaya Titreþimi	10,35	77,6	10,9	1,0783	4,5	216	0	1
EVT-895621	2026-06-02T00:28:46.457804300	NODE-021	Ýskele Bölgesi	Mikro Heyelan	9,97	77,6	10,9	0,1028	4,5	216	0	1
EVT-897477	2026-06-02T00:28:46.457804300	NODE-021	Ýskele Bölgesi	Düþük Görüþ	10,36	77,6	10,9	0,1028	4,5	216	0	1
EVT-379666	2026-06-02T00:28:46.457804300	NODE-021	Ýskele Bölgesi	Kaygan Yol	9,68	77,6	10,9	0,1028	4,5	216	0	1
EVT-031828	2026-06-02T00:28:46.457804300	NODE-020	Anamur Tünel	Mikro Heyelan	9,84	77,6	10,9	0,2348	4,5	216	0	1
EVT-583579	2026-06-02T00:28:46.457804300	NODE-019	Anamur	Ani Yaðýþ	9,16	77,6	10,9	0,2232	4,5	216	0	1
EVT-868124	2026-06-02T00:28:46.457804300	NODE-019	Anamur	Düþük Görüþ	11,89	77,6	10,9	0,2232	4,5	216	0	1
EVT-845611	2026-06-02T00:28:46.456978600	NODE-018	Anamur Batý	Kaygan Yol	11,39	77,6	10,9	0,3113	4,5	216	0	1
EVT-350188	2026-06-02T00:28:46.456978600	NODE-018	Anamur Batý	Düþük Görüþ	11,12	77,6	10,9	0,3113	4,5	216	0	1
EVT-285223	2026-06-02T00:28:46.456978600	NODE-017	Yenipazar	Kaya Titreþimi	11,47	77,6	10,9	0,1482	4,5	216	0	1
EVT-865048	2026-06-02T00:28:46.456978600	NODE-016	Ören	Kaya Titreþimi	11,27	77,6	10,9	0,2156	4,5	216	0	1
EVT-909980	2026-06-02T00:28:46.456978600	NODE-015	Kýyý Yolu	Sis Yoðunlaþmasý	9,83	77,6	10,9	0,1207	4,5	216	0	1
EVT-334117	2026-06-02T00:28:46.456978600	NODE-015	Kýyý Yolu	Kaygan Yol	11,3	77,6	10,9	0,1207	4,5	216	0	1
EVT-682734	2026-06-02T00:28:46.456978600	NODE-014	Viraj Bölgesi	Kaya Titreþimi	10,51	77,6	10,9	0,788	4,5	216	0	1
EVT-892038	2026-06-02T00:28:46.456978600	NODE-014	Viraj Bölgesi	Þiddetli Rüzgar	12,04	77,6	10,9	0,788	4,5	216	0	1
EVT-787823	2026-06-02T00:28:46.456978600	NODE-013	Karakabaklar	Mikro Heyelan	11,27	77,6	10,9	1,0633	4,5	216	0	1
EVT-759008	2026-06-02T00:28:46.456978600	NODE-013	Karakabaklar	Kaya Titreþimi	9,68	77,6	10,9	1,0633	4,5	216	0	1
EVT-723838	2026-06-02T00:28:46.456978600	NODE-012	Sarýsu	Kaygan Yol	10,65	77,6	10,9	0,1442	4,5	216	0	1
EVT-531793	2026-06-02T00:28:46.456978600	NODE-011	Kayalýk Bölge	Mikro Heyelan	11,88	77,6	10,9	0,7558	4,5	216	0	1
EVT-078873	2026-06-02T00:28:46.456978600	NODE-011	Kayalýk Bölge	Kaya Titreþimi	10,66	77,6	10,9	0,7558	4,5	216	0	1
EVT-776127	2026-06-02T00:28:46.456978600	NODE-011	Kayalýk Bölge	Ani Yaðýþ	10,8	77,6	10,9	0,7558	4,5	216	0	1
EVT-823371	2026-06-02T00:28:46.456978600	NODE-010	Uçurum Noktasý	Düþük Görüþ	11,94	77,6	10,9	0,8977	4,5	216	0	1
EVT-404550	2026-06-02T00:28:46.456978600	NODE-010	Uçurum Noktasý	Kaya Titreþimi	9,99	77,6	10,9	0,8977	4,5	216	0	1
EVT-434145	2026-06-02T00:28:46.456978600	NODE-010	Uçurum Noktasý	Düþük Görüþ	9,9	77,6	10,9	0,8977	4,5	216	0	1
EVT-690151	2026-06-02T00:28:46.456978600	NODE-010	Uçurum Noktasý	Kaya Titreþimi	10,7	77,6	10,9	0,8977	4,5	216	0	1
EVT-630009	2026-06-02T00:28:46.456978600	NODE-010	Uçurum Noktasý	Mikro Heyelan	9,85	77,6	10,9	0,8977	4,5	216	0	1
EVT-022120	2026-06-02T00:28:46.456978600	NODE-010	Uçurum Noktasý	Kaya Titreþimi	9,46	77,6	10,9	0,8977	4,5	216	0	1
EVT-659541	2026-06-02T00:28:46.456978600	NODE-010	Uçurum Noktasý	Kaya Titreþimi	9,61	77,6	10,9	0,8977	4,5	216	0	1
EVT-239909	2026-06-02T00:28:46.456978600	NODE-009	Gazipaþa-Anamur Tünel	Düþük Görüþ	10,65	77,6	10,9	0,4564	4,5	216	0	1
EVT-919677	2026-06-02T00:28:46.456978600	NODE-009	Gazipaþa-Anamur Tünel	Mikro Heyelan	10,16	77,6	10,9	0,4564	4,5	216	0	1
EVT-074681	2026-06-02T00:28:46.456978600	NODE-008	Gazipaþa	Þiddetli Rüzgar	9,58	77,6	10,9	0,2542	4,5	216	0	1
EVT-715402	2026-06-02T00:28:46.456978600	NODE-008	Gazipaþa	Ani Yaðýþ	9,4	77,6	10,9	0,2542	4,5	216	0	1
EVT-152379	2026-06-02T00:28:46.456978600	NODE-008	Gazipaþa	Þiddetli Rüzgar	11,84	77,6	10,9	0,2542	4,5	216	0	1
EVT-859606	2026-06-02T00:28:46.456978600	NODE-007	Gazipaþa Batý	Þiddetli Rüzgar	9,35	77,6	10,9	0,217	4,5	216	0	1
EVT-277240	2026-06-02T00:28:46.456978600	NODE-005	Yüksek Viraj	Kaya Titreþimi	11,35	77,6	10,9	0,6049	4,5	216	0	1
EVT-825615	2026-06-02T00:28:46.456978600	NODE-005	Yüksek Viraj	Kaya Titreþimi	9,56	77,6	10,9	0,6049	4,5	216	0	1
EVT-643031	2026-06-02T00:28:46.456978600	NODE-004	Kaledran	Düþük Görüþ	9,98	77,6	10,9	1,0388	4,5	216	0	1
EVT-708686	2026-06-02T00:28:46.456978600	NODE-003	Koru Burnu	Kaya Titreþimi	9,95	77,6	10,9	0,3843	4,5	216	0	1
EVT-389697	2026-06-02T00:28:46.456978600	NODE-002	Alanya-Gazipaþa	Düþük Görüþ	9,12	77,6	10,9	0,2232	4,5	216	0	1
EVT-098509	2026-06-02T00:28:38.458500600	NODE-045	Silifke Virajý	Kaygan Yol	9,02	83,2	10,1	0,8845	3,3961	148	0	1
EVT-433428	2026-06-02T00:28:38.458500600	NODE-045	Silifke Virajý	Kaygan Yol	8,05	83,2	10,1	0,8845	3,3961	148	0	1
EVT-868831	2026-06-02T00:28:38.458500600	NODE-044	Bozyazý Kritik	Kaya Titreþimi	7,82	83,2	10,1	0,5025	3,3961	148	0	1
EVT-755922	2026-06-02T00:28:38.458500600	NODE-044	Bozyazý Kritik	Kaygan Yol	9,08	83,2	10,1	0,5025	3,3961	148	0	1
EVT-569002	2026-06-02T00:28:38.458500600	NODE-044	Bozyazý Kritik	Kaygan Yol	7,04	83,2	10,1	0,5025	3,3961	148	0	1
EVT-155513	2026-06-02T00:28:38.458500600	NODE-044	Bozyazý Kritik	Þiddetli Rüzgar	6,61	83,2	10,1	0,5025	3,3961	148	0	1
EVT-476695	2026-06-02T00:28:38.458500600	NODE-044	Bozyazý Kritik	Mikro Heyelan	8,1	83,2	10,1	0,5025	3,3961	148	0	1
EVT-399231	2026-06-02T00:28:38.458500600	NODE-043	Kayalýk Tepe	Kaygan Yol	9,22	83,2	10,1	0,4414	3,3961	148	0	1
EVT-386737	2026-06-02T00:28:38.458500600	NODE-042	Alanya Uçurum	Ani Yaðýþ	7,21	83,2	10,1	1,062	3,3961	148	0	1
EVT-548753	2026-06-02T00:28:38.458500600	NODE-041	Silifke	Kaygan Yol	8,61	83,2	10,1	0,1947	3,3961	148	0	1
EVT-163131	2026-06-02T00:28:38.458500600	NODE-040	Taþucu	Kaygan Yol	7,43	83,2	10,1	0,1335	3,3961	148	0	1
EVT-366854	2026-06-02T00:28:38.458500600	NODE-039	Silifke Yakýný	Mikro Heyelan	6,78	83,2	10,1	0,1337	3,3961	148	0	1
EVT-607321	2026-06-02T00:28:38.458500600	NODE-039	Silifke Yakýný	Düþük Görüþ	8,11	83,2	10,1	0,1337	3,3961	148	0	1
EVT-066312	2026-06-02T00:28:38.458500600	NODE-038	Göksu Deltasý	Sis Yoðunlaþmasý	8,88	83,2	10,1	0,1237	3,3961	148	0	1
EVT-182998	2026-06-02T00:28:38.458500600	NODE-038	Göksu Deltasý	Ani Yaðýþ	8,29	83,2	10,1	0,1237	3,3961	148	0	1
EVT-885925	2026-06-02T00:28:38.458500600	NODE-036	Limonlu	Ani Yaðýþ	9,08	83,2	10,1	0,1771	3,3961	148	0	1
EVT-321511	2026-06-02T00:28:38.458500600	NODE-035	Yeniyurt	Mikro Heyelan	8,21	83,2	10,1	0,1901	3,3961	148	0	1
EVT-501112	2026-06-02T00:28:38.458500600	NODE-034	Kritik Viraj	Ani Yaðýþ	6,99	83,2	10,1	0,5777	3,3961	148	0	1
EVT-315901	2026-06-02T00:28:38.458500600	NODE-033	Uçurum Bölgesi	Düþük Görüþ	8,32	83,2	10,1	0,6477	3,3961	148	0	1
EVT-648614	2026-06-02T00:28:38.458500600	NODE-033	Uçurum Bölgesi	Düþük Görüþ	7,89	83,2	10,1	0,6477	3,3961	148	0	1
EVT-808652	2026-06-02T00:28:38.458500600	NODE-032	Kaya Kütlesi	Kaya Titreþimi	6,96	83,2	10,1	0,6832	3,3961	148	0	1
EVT-160500	2026-06-02T00:28:38.458500600	NODE-032	Kaya Kütlesi	Kaya Titreþimi	6,68	83,2	10,1	0,6832	3,3961	148	0	1
EVT-393237	2026-06-02T00:28:38.458500600	NODE-031	Aydýncýk Doðu	Sis Yoðunlaþmasý	6,63	83,2	10,1	0,2276	3,3961	148	0	1
EVT-099572	2026-06-02T00:28:38.458500600	NODE-030	Aydýncýk	Kaygan Yol	6,69	83,2	10,1	0,2175	3,3961	148	0	1
EVT-031829	2026-06-02T00:28:38.458500600	NODE-027	Hacýkýrý	Düþük Görüþ	9,37	83,2	10,1	0,1091	3,3961	148	0	1
EVT-961919	2026-06-02T00:28:38.458500600	NODE-026	Bozyazý Doðu	Kaygan Yol	7,48	83,2	10,1	0,1767	3,3961	148	0	1
EVT-942927	2026-06-02T00:28:38.458500600	NODE-024	Bozyazý Batý	Düþük Görüþ	9,08	83,2	10,1	0,2041	3,3961	148	0	1
EVT-392592	2026-06-02T00:28:38.458500600	NODE-022	Boðaz Geçidi	Düþük Görüþ	7,54	83,2	10,1	0,654	3,3961	148	0	1
EVT-767247	2026-06-02T00:28:38.458500600	NODE-021	Ýskele Bölgesi	Ani Yaðýþ	8,62	83,2	10,1	0,1276	3,3961	148	0	1
EVT-678095	2026-06-02T00:28:38.458500600	NODE-018	Anamur Batý	Kaygan Yol	8,92	83,2	10,1	0,199	3,3961	148	0	1
EVT-881988	2026-06-02T00:28:38.458500600	NODE-018	Anamur Batý	Düþük Görüþ	7,28	83,2	10,1	0,199	3,3961	148	0	1
EVT-678825	2026-06-02T00:28:38.458500600	NODE-018	Anamur Batý	Mikro Heyelan	8,36	83,2	10,1	0,199	3,3961	148	0	1
EVT-861217	2026-06-02T00:28:38.458500600	NODE-017	Yenipazar	Þiddetli Rüzgar	7,46	83,2	10,1	0,1537	3,3961	148	0	1
EVT-582525	2026-06-02T00:28:38.458500600	NODE-017	Yenipazar	Kaygan Yol	7,84	83,2	10,1	0,1537	3,3961	148	0	1
EVT-461491	2026-06-02T00:28:38.458500600	NODE-017	Yenipazar	Ani Yaðýþ	8,29	83,2	10,1	0,1537	3,3961	148	0	1
EVT-192486	2026-06-02T00:28:38.458500600	NODE-017	Yenipazar	Kaygan Yol	6,9	83,2	10,1	0,1537	3,3961	148	0	1
EVT-657495	2026-06-02T00:28:38.458500600	NODE-016	Ören	Düþük Görüþ	8,81	83,2	10,1	0,1706	3,3961	148	0	1
EVT-596742	2026-06-02T00:28:38.458500600	NODE-016	Ören	Düþük Görüþ	8,32	83,2	10,1	0,1706	3,3961	148	0	1
EVT-593353	2026-06-02T00:28:38.458500600	NODE-015	Kýyý Yolu	Þiddetli Rüzgar	9,32	83,2	10,1	0,2294	3,3961	148	0	1
EVT-053815	2026-06-02T00:28:38.458500600	NODE-012	Sarýsu	Kaygan Yol	7,67	83,2	10,1	0,163	3,3961	148	0	1
EVT-114628	2026-06-02T00:28:38.458500600	NODE-011	Kayalýk Bölge	Düþük Görüþ	8,22	83,2	10,1	0,3423	3,3961	148	0	1
EVT-541418	2026-06-02T00:28:38.458500600	NODE-011	Kayalýk Bölge	Kaygan Yol	8,3	83,2	10,1	0,3423	3,3961	148	0	1
EVT-256822	2026-06-02T00:28:38.458500600	NODE-010	Uçurum Noktasý	Kaya Titreþimi	8,07	83,2	10,1	0,551	3,3961	148	0	1
EVT-380634	2026-06-02T00:28:38.458500600	NODE-010	Uçurum Noktasý	Kaygan Yol	9,09	83,2	10,1	0,551	3,3961	148	0	1
EVT-058948	2026-06-02T00:28:38.458500600	NODE-010	Uçurum Noktasý	Ani Yaðýþ	8,14	83,2	10,1	0,551	3,3961	148	0	1
EVT-337283	2026-06-02T00:28:38.458500600	NODE-009	Gazipaþa-Anamur Tünel	Mikro Heyelan	7,02	83,2	10,1	0,3916	3,3961	148	0	1
EVT-558016	2026-06-02T00:28:38.458500600	NODE-008	Gazipaþa	Kaygan Yol	8,29	83,2	10,1	0,1401	3,3961	148	0	1
EVT-546448	2026-06-02T00:28:38.458500600	NODE-007	Gazipaþa Batý	Kaygan Yol	7,48	83,2	10,1	0,124	3,3961	148	0	1
EVT-112249	2026-06-02T00:28:38.458500600	NODE-006	Kýyý Kesiði	Kaygan Yol	9,41	83,2	10,1	0,1926	3,3961	148	0	1
EVT-511010	2026-06-02T00:28:38.458500600	NODE-005	Yüksek Viraj	Kaygan Yol	7,05	83,2	10,1	0,9694	3,3961	148	0	1
EVT-046872	2026-06-02T00:28:38.458500600	NODE-005	Yüksek Viraj	Kaygan Yol	6,59	83,2	10,1	0,9694	3,3961	148	0	1
EVT-619512	2026-06-02T00:28:38.458500600	NODE-004	Kaledran	Þiddetli Rüzgar	7,89	83,2	10,1	1,055	3,3961	148	0	1
EVT-264553	2026-06-02T00:28:38.458500600	NODE-003	Koru Burnu	Düþük Görüþ	7,57	83,2	10,1	1,0313	3,3961	148	0	1
EVT-628614	2026-06-02T00:28:38.457500400	NODE-002	Alanya-Gazipaþa	Kaygan Yol	9,51	83,2	10,1	0,0594	3,3961	148	0	1
EVT-951561	2026-06-02T00:28:30.456842600	NODE-045	Silifke Virajý	Ani Yaðýþ	8,61	83,2	10,1	0,6174	3,3961	175	0	1
EVT-535328	2026-06-02T00:28:30.456842600	NODE-045	Silifke Virajý	Kaya Titreþimi	6,76	83,2	10,1	0,6174	3,3961	175	0	1
EVT-069229	2026-06-02T00:28:30.456842600	NODE-045	Silifke Virajý	Mikro Heyelan	8,84	83,2	10,1	0,6174	3,3961	175	0	1
EVT-611913	2026-06-02T00:28:30.456842600	NODE-045	Silifke Virajý	Þiddetli Rüzgar	8,63	83,2	10,1	0,6174	3,3961	175	0	1
EVT-353485	2026-06-02T00:28:30.456842600	NODE-044	Bozyazý Kritik	Þiddetli Rüzgar	8,58	83,2	10,1	0,5392	3,3961	175	0	1
EVT-406215	2026-06-02T00:28:30.456842600	NODE-042	Alanya Uçurum	Kaygan Yol	7,97	83,2	10,1	0,9603	3,3961	175	0	1
EVT-662469	2026-06-02T00:28:30.456842600	NODE-042	Alanya Uçurum	Þiddetli Rüzgar	6,88	83,2	10,1	0,9603	3,3961	175	0	1
EVT-765754	2026-06-02T00:28:30.456842600	NODE-041	Silifke	Ani Yaðýþ	6,86	83,2	10,1	0,1284	3,3961	175	0	1
EVT-131548	2026-06-02T00:28:30.456842600	NODE-040	Taþucu	Kaygan Yol	7,61	83,2	10,1	0,2068	3,3961	175	0	1
EVT-992497	2026-06-02T00:28:30.456842600	NODE-040	Taþucu	Kaygan Yol	9,4	83,2	10,1	0,2068	3,3961	175	0	1
EVT-910217	2026-06-02T00:28:30.456842600	NODE-039	Silifke Yakýný	Ani Yaðýþ	8,65	83,2	10,1	0,172	3,3961	175	0	1
EVT-219629	2026-06-02T00:28:30.456842600	NODE-039	Silifke Yakýný	Ani Yaðýþ	6,65	83,2	10,1	0,172	3,3961	175	0	1
EVT-233595	2026-06-02T00:28:30.456842600	NODE-039	Silifke Yakýný	Ani Yaðýþ	9,07	83,2	10,1	0,172	3,3961	175	0	1
EVT-641847	2026-06-02T00:28:30.456842600	NODE-038	Göksu Deltasý	Kaygan Yol	8,16	83,2	10,1	0,1883	3,3961	175	0	1
EVT-172036	2026-06-02T00:28:30.456842600	NODE-038	Göksu Deltasý	Kaygan Yol	7,78	83,2	10,1	0,1883	3,3961	175	0	1
EVT-386956	2026-06-02T00:28:30.456842600	NODE-038	Göksu Deltasý	Mikro Heyelan	6,85	83,2	10,1	0,1883	3,3961	175	0	1
EVT-811937	2026-06-02T00:28:30.456842600	NODE-037	Silifke Batý	Kaygan Yol	8,27	83,2	10,1	0,2201	3,3961	175	0	1
EVT-652363	2026-06-02T00:28:30.456842600	NODE-035	Yeniyurt	Mikro Heyelan	7,62	83,2	10,1	0,1891	3,3961	175	0	1
EVT-932545	2026-06-02T00:28:30.456842600	NODE-035	Yeniyurt	Sis Yoðunlaþmasý	8,98	83,2	10,1	0,1891	3,3961	175	0	1
EVT-468795	2026-06-02T00:28:30.456842600	NODE-034	Kritik Viraj	Düþük Görüþ	7,64	83,2	10,1	0,4433	3,3961	175	0	1
EVT-222857	2026-06-02T00:28:30.456842600	NODE-034	Kritik Viraj	Ani Yaðýþ	7,85	83,2	10,1	0,4433	3,3961	175	0	1
EVT-883164	2026-06-02T00:28:30.456842600	NODE-034	Kritik Viraj	Kaygan Yol	8,75	83,2	10,1	0,4433	3,3961	175	0	1
EVT-540550	2026-06-02T00:28:30.456842600	NODE-033	Uçurum Bölgesi	Þiddetli Rüzgar	9,26	83,2	10,1	0,3959	3,3961	175	0	1
EVT-121501	2026-06-02T00:28:30.456842600	NODE-032	Kaya Kütlesi	Düþük Görüþ	9,35	83,2	10,1	1,0422	3,3961	175	0	1
EVT-598843	2026-06-02T00:28:30.456842600	NODE-032	Kaya Kütlesi	Ani Yaðýþ	8,06	83,2	10,1	1,0422	3,3961	175	0	1
EVT-854063	2026-06-02T00:28:30.456842600	NODE-031	Aydýncýk Doðu	Kaygan Yol	7,78	83,2	10,1	0,239	3,3961	175	0	1
EVT-114898	2026-06-02T00:28:30.456842600	NODE-031	Aydýncýk Doðu	Þiddetli Rüzgar	8,64	83,2	10,1	0,239	3,3961	175	0	1
EVT-541301	2026-06-02T00:28:30.456842600	NODE-030	Aydýncýk	Kaygan Yol	7,96	83,2	10,1	0,176	3,3961	175	0	1
